,SPY,QQQ,EEM,VT,ESGV,VSGX,VTI,GLD,cash_balance,total_value
2022-04-30,232,250,157,173,234,159,218,7,-262289.8199157715,6259.070426940918
2022-05-01,232,250,157,173,234,159,218,7,-262289.8199157715,6259.070426940918
2022-05-02,232,251,158,173,235,160,218,7,-262777.3599243164,8614.995429992676
2022-05-03,232,252,159,173,236,161,218,7,-263266.1799316406,9614.451133728027
2022-05-04,232,253,160,173,236,162,218,7,-263693.149936676,17704.25295639038
2022-05-05,232,254,161,174,237,163,218,7,-264265.8999404907,6399.39920425415
2022-05-06,232,255,162,175,238,164,218,7,-264832.05994033813,3985.9083976745605
2022-05-07,232,255,162,175,238,164,218,7,-264832.05994033813,3985.9083976745605
2022-05-08,232,255,162,175,238,164,218,7,-264832.05994033813,3985.9083976745605
2022-05-09,233,256,163,176,239,165,219,7,-265974.77993774414,-5313.460468292236
2022-05-10,234,257,164,177,240,166,220,7,-267123.3699417114,-3926.108657836914
2022-05-11,235,258,165,178,241,167,221,7,-268249.80992889404,-9153.432678222656
2022-05-12,236,259,166,179,242,168,222,7,-269374.90991973877,-9468.602325439453
2022-05-13,237,260,167,180,243,169,223,7,-270532.2399177551,-1993.560546875
2022-05-14,237,260,167,180,243,169,223,7,-270532.2399177551,-1993.560546875
2022-05-15,237,260,167,180,243,169,223,7,-270532.2399177551,-1993.560546875
2022-05-16,238,261,168,181,244,170,224,7,-271682.37992477417,-3723.768497467041
2022-05-17,238,262,169,182,245,171,225,7,-272449.8999328613,2269.0141944885254
2022-05-18,239,263,170,183,246,172,226,7,-273577.8999404907,-9070.388198852539
2022-05-19,240,264,171,184,247,173,227,7,-274702.27992630005,-10042.593841552734
2022-05-20,241,265,172,185,248,174,228,7,-275826.6399269104,-10113.309856414795
2022-05-21,241,265,172,185,248,174,228,7,-275826.6399269104,-10113.309856414795
2022-05-22,241,265,172,185,248,174,228,7,-275826.6399269104,-10113.309856414795
2022-05-23,242,266,173,186,249,175,229,7,-276970.03995132446,-5587.793773651123
2022-05-24,243,267,174,187,250,176,230,7,-278099.37995910645,-8988.918365478516
2022-05-25,244,268,175,188,251,177,231,7,-279240.1099662781,-6208.548240661621
2022-05-26,244,269,176,188,252,178,232,7,-279907.7599411011,-282.8565673828125
2022-05-27,244,270,177,188,253,179,232,7,-280385.2999420166,6997.675079345703
2022-05-28,244,270,177,188,253,179,232,7,-280385.2999420166,6997.675079345703
2022-05-29,244,270,177,188,253,179,232,7,-280385.2999420166,6997.675079345703
2022-05-30,244,270,177,188,253,179,232,7,-280385.2999420166,6997.675079345703
2022-05-31,244,271,178,188,254,180,232,7,-280862.24993515015,5720.747394561768
2022-06-01,244,272,179,188,255,181,232,7,-281335.4199333191,3528.698253631592
2022-06-02,244,273,179,188,255,181,232,7,-281649.7999382019,9767.903331756592
2022-06-03,244,274,180,188,256,182,232,7,-282123.52994918823,4153.854228973389
2022-06-04,244,274,180,188,256,182,232,7,-282123.52994918823,4153.854228973389
2022-06-05,244,274,180,188,256,182,232,7,-282123.52994918823,4153.854228973389
2022-06-06,244,275,181,188,257,183,232,7,-282598.9299507141,5076.331882476807
2022-06-07,244,276,182,188,258,183,232,7,-283024.239944458,7638.307186126709
2022-06-08,244,277,182,188,259,184,232,7,-283457.0199623108,4963.376842498779
2022-06-09,244,278,183,189,260,185,233,7,-284212.94995880127,-2150.350658416748
2022-06-10,245,279,184,190,261,186,234,7,-285336.1199378967,-10591.45544052124
2022-06-11,245,279,184,190,261,186,234,7,-285336.1199378967,-10591.45544052124
2022-06-12,245,279,184,190,261,186,234,7,-285336.1199378967,-10591.45544052124
2022-06-13,246,280,185,191,262,187,235,7,-286413.83993530273,-21798.510288238525
2022-06-14,247,281,186,192,263,188,236,7,-287490.33993530273,-22097.45994567871
2022-06-15,248,282,187,193,264,189,237,7,-288585.7399368286,-17349.46990966797
2022-06-16,249,283,188,194,265,190,238,7,-289643.05994796753,-26832.616527557373
2022-06-17,250,284,189,195,266,191,239,7,-290703.62994384766,-25904.590869903564
2022-06-18,250,284,189,195,266,191,239,7,-290703.62994384766,-25904.590869903564
2022-06-19,250,284,189,195,266,191,239,7,-290703.62994384766,-25904.590869903564
2022-06-20,250,284,189,195,266,191,239,7,-290703.62994384766,-25904.590869903564
2022-06-21,251,285,190,196,267,192,240,7,-291788.2099456787,-19865.08026123047
2022-06-22,252,286,191,197,268,193,241,7,-292870.0499801636,-20460.560928344727
2022-06-23,253,287,192,198,269,194,242,7,-293962.3699874878,-17716.85785675049
2022-06-24,254,288,193,199,270,195,243,7,-295089.56996536255,-8870.08625793457
2022-06-25,254,288,193,199,270,195,243,7,-295089.56996536255,-8870.08625793457
2022-06-26,254,288,193,199,270,195,243,7,-295089.56996536255,-8870.08625793457
2022-06-27,255,289,194,200,271,196,244,7,-296211.869972229,-10171.727729797363
2022-06-28,256,290,195,201,272,197,245,7,-297309.8099784851,-16563.02809906006
2022-06-29,257,291,196,202,273,198,246,7,-298406.77995300293,-16763.726676940918
2022-06-30,258,292,197,203,274,199,247,7,-299493.80994415283,-19376.911903381348
2022-07-01,259,293,198,204,275,200,248,7,-300589.5899429321,-17083.040145874023
2022-07-02,259,293,198,204,275,200,248,7,-300589.5899429321,-17083.040145874023
2022-07-03,259,293,198,204,275,200,248,7,-300589.5899429321,-17083.040145874023
2022-07-04,259,293,198,204,275,200,248,7,-300589.5899429321,-17083.040145874023
2022-07-05,260,294,199,205,276,201,249,7,-301690.67991638184,-15481.65715789795
2022-07-06,261,295,200,206,277,202,250,8,-302957.42989730835,-14507.505123138428
2022-07-07,262,296,201,207,278,203,251,8,-304081.1899032593,-9487.788166046143
2022-07-08,263,297,202,208,279,204,252,8,-305204.6999320984,-9536.662212371826
2022-07-09,263,297,202,208,279,204,252,8,-305204.6999320984,-9536.662212371826
2022-07-10,263,297,202,208,279,204,252,8,-305204.6999320984,-9536.662212371826
2022-07-11,264,298,203,209,280,205,253,8,-306310.75994873047,-14144.565372467041
2022-07-12,265,299,204,210,281,206,254,8,-307407.6999130249,-16610.069480895996
2022-07-13,266,300,205,211,282,207,255,8,-308500.39989089966,-17712.825874328613
2022-07-14,267,301,206,212,283,208,256,8,-309590.5499038696,-18277.71590423584
2022-07-15,268,302,207,213,284,209,257,8,-310700.3599052429,-13000.269943237305
2022-07-16,268,302,207,213,284,209,257,8,-310700.3599052429,-13000.269943237305
2022-07-17,268,302,207,213,284,209,257,8,-310700.3599052429,-13000.269943237305
2022-07-18,269,303,208,214,285,210,258,8,-311802.9399108887,-15035.19873046875
2022-07-19,269,304,209,215,286,211,259,8,-312543.71990966797,-6785.373847961426
2022-07-20,269,305,210,216,287,212,260,8,-313291.2599143982,-4138.051761627197
2022-07-21,269,306,211,217,287,213,260,8,-313777.0699234009,-523.3525123596191
2022-07-22,269,307,212,218,288,214,261,8,-314524.0399017334,-4261.826995849609
2022-07-23,269,307,212,218,288,214,261,8,-314524.0399017334,-4261.826995849609
2022-07-24,269,307,212,218,288,214,261,8,-314524.0399017334,-4261.826995849609
2022-07-25,269,308,213,219,289,215,261,8,-315072.0098953247,-4469.690895080566
2022-07-26,269,309,214,220,290,216,262,8,-315806.789894104,-8908.626655578613
2022-07-27,269,310,215,220,290,217,262,8,-316203.8798904419,461.26072692871094
2022-07-28,269,311,216,220,290,218,262,8,-316604.42988967896,3983.9099159240723
2022-07-29,269,311,217,220,290,219,262,8,-316695.2798881531,8593.914241790771
2022-07-30,269,311,217,220,290,219,262,8,-316695.2798881531,8593.914241790771
2022-07-31,269,311,217,220,290,219,262,8,-316695.2798881531,8593.914241790771
2022-08-01,269,311,218,220,290,220,262,8,-316785.70988845825,7910.925144195557
2022-08-02,269,311,219,220,290,221,262,8,-316875.33988952637,6122.816570281982
2022-08-03,269,311,220,220,290,222,262,8,-316965.60988998413,12165.798557281494
2022-08-04,269,311,221,220,290,223,262,8,-317056.50989151,12727.841075897217
2022-08-05,269,311,222,220,290,224,262,8,-317147.1698913574,11553.208000183105
2022-08-06,269,311,222,220,290,224,262,8,-317147.1698913574,11553.208000183105
2022-08-07,269,311,222,220,290,224,262,8,-317147.1698913574,11553.208000183105
2022-08-08,269,311,223,220,290,225,262,8,-317237.9798927307,11232.42416381836
2022-08-09,269,311,224,220,290,226,262,8,-317328.3198928833,8944.646118164062
2022-08-10,269,311,225,220,290,226,262,8,-317368.7798919678,16564.675704956055
2022-08-11,269,311,225,220,290,226,262,8,-317368.7798919678,15986.062686920166
2022-08-12,269,311,225,220,290,226,262,8,-317368.7798919678,21688.087078094482
2022-08-13,269,311,225,220,290,226,262,8,-317368.7798919678,21688.087078094482
2022-08-14,269,311,225,220,290,226,262,8,-317368.7798919678,21688.087078094482
2022-08-15,269,311,225,220,290,226,262,8,-317368.7798919678,23218.09662628174
2022-08-16,269,311,225,220,290,226,262,8,-317368.7798919678,23368.375511169434
2022-08-17,269,311,225,220,290,226,262,8,-317368.7798919678,20356.076652526855
2022-08-18,269,311,225,220,290,226,262,8,-317368.7798919678,21007.36388015747
2022-08-19,269,311,226,220,290,227,262,8,-317458.9198951721,15725.119506835938
2022-08-20,269,311,226,220,290,227,262,8,-317458.9198951721,15725.119506835938
2022-08-21,269,311,226,220,290,227,262,8,-317458.9198951721,15725.119506835938
2022-08-22,269,311,227,220,290,228,262,8,-317547.9498939514,8409.48503112793
2022-08-23,269,311,228,220,290,229,262,8,-317637.23989105225,7926.8618087768555
2022-08-24,269,311,229,220,290,230,262,8,-317726.5698928833,8927.010063171387
2022-08-25,269,311,229,220,290,230,262,8,-317726.5698928833,14013.290321350098
2022-08-26,269,311,230,220,290,231,262,8,-317815.67988967896,2476.4691276550293
2022-08-27,269,311,230,220,290,231,262,8,-317815.67988967896,2476.4691276550293
2022-08-28,269,311,230,220,290,231,262,8,-317815.67988967896,2476.4691276550293
2022-08-29,269,312,231,220,290,232,262,8,-318208.76988983154,34.061283111572266
2022-08-30,269,313,232,220,290,233,262,8,-318597.61988067627,-3410.6351623535156
2022-08-31,269,314,233,220,290,234,262,8,-318984.79986953735,-5420.415470123291
2022-09-01,269,315,234,220,290,235,262,8,-319371.2498626709,-5273.921463012695
2022-09-02,269,316,235,221,291,236,262,8,-319908.2598724365,-8780.24758529663
2022-09-03,269,316,235,221,291,236,262,8,-319908.2598724365,-8780.24758529663
2022-09-04,269,316,235,221,291,236,262,8,-319908.2598724365,-8780.24758529663
2022-09-05,269,316,235,221,291,236,262,8,-319908.2598724365,-8780.24758529663
2022-09-06,269,317,236,222,292,237,262,8,-320441.57986068726,-10448.340145111084
2022-09-07,269,318,237,222,292,238,262,8,-320826.849861145,-4858.2896728515625
2022-09-08,269,319,238,222,292,239,262,8,-321213.47985076904,-3053.1011505126953
2022-09-09,269,319,239,222,292,240,262,8,-321301.22985076904,2721.9194717407227
2022-09-10,269,319,239,222,292,240,262,8,-321301.22985076904,2721.9194717407227
2022-09-11,269,319,239,222,292,240,262,8,-321301.22985076904,2721.9194717407227
2022-09-12,269,319,239,222,292,241,262,8,-321350.649848938,6404.255561828613
2022-09-13,269,320,240,222,292,242,262,8,-321730.4098625183,-8627.922229766846
2022-09-14,269,321,241,222,292,243,262,8,-322112.9098587036,-7068.171657562256
2022-09-15,269,322,242,222,292,244,262,8,-322489.63986587524,-11028.45877456665
2022-09-16,269,323,243,223,293,245,262,8,-323017.44987487793,-13881.696369171143
2022-09-17,269,323,243,223,293,245,262,8,-323017.44987487793,-13881.696369171143
2022-09-18,269,323,243,223,293,245,262,8,-323017.44987487793,-13881.696369171143
2022-09-19,269,324,244,224,293,246,262,8,-323479.44986343384,-11923.257266998291
2022-09-20,269,325,245,225,294,247,262,8,-324004.7198753357,-15186.818019866943
2022-09-21,270,326,246,226,295,248,263,8,-325088.7798881531,-20508.84679031372
2022-09-22,271,327,247,227,296,249,264,8,-326162.2498893738,-23529.919109344482
2022-09-23,272,328,248,228,297,250,265,9,-327368.8299026489,-29063.73422241211
2022-09-24,272,328,248,228,297,250,265,9,-327368.8299026489,-29063.73422241211
2022-09-25,272,328,248,228,297,250,265,9,-327368.8299026489,-29063.73422241211
2022-09-26,273,329,249,229,298,251,266,10,-328564.1898994446,-31645.509941101074
2022-09-27,274,330,250,230,299,252,267,11,-329758.08990478516,-32099.875942230225
2022-09-28,275,331,251,231,300,253,268,11,-330820.99990844727,-26223.448791503906
2022-09-29,276,332,252,232,301,254,269,11,-331859.7899169922,-33214.317821502686
2022-09-30,277,333,253,233,302,255,270,11,-332883.80991744995,-37509.39915084839
2022-10-01,277,333,253,233,302,255,270,11,-332883.80991744995,-37509.39915084839
2022-10-02,277,333,253,233,302,255,270,11,-332883.80991744995,-37509.39915084839
2022-10-03,278,334,254,234,303,256,271,11,-333932.8599014282,-30296.834632873535
2022-10-04,278,335,255,235,304,257,271,11,-334447.5699081421,-20631.056671142578
2022-10-05,278,336,256,236,305,258,272,11,-335150.70991516113,-21291.40838623047
2022-10-06,279,337,257,237,306,259,273,11,-336220.5899429321,-24249.631454467773
2022-10-07,280,338,258,238,307,260,274,11,-337258.3699531555,-33749.16661834717
2022-10-08,280,338,258,238,307,260,274,11,-337258.3699531555,-33749.16661834717
2022-10-09,280,338,258,238,307,260,274,11,-337258.3699531555,-33749.16661834717
2022-10-10,281,339,259,239,308,261,275,11,-338287.15994262695,-36407.912689208984
2022-10-11,282,340,260,240,309,262,276,11,-339306.6399269104,-39193.2943687439
2022-10-12,283,341,261,241,310,263,277,11,-340323.99993133545,-39779.33837509155
2022-10-13,284,342,262,242,311,264,278,11,-341365.2999382019,-32731.367588043213
2022-10-14,285,343,263,243,312,265,279,11,-342381.4899291992,-40272.27306365967
2022-10-15,285,343,263,243,312,265,279,11,-342381.4899291992,-40272.27306365967
2022-10-16,285,343,263,243,312,265,279,11,-342381.4899291992,-40272.27306365967
2022-10-17,286,344,264,244,313,266,280,11,-343426.21995544434,-31743.76212310791
2022-10-18,287,345,265,245,314,267,281,11,-344481.3999786377,-28660.40259552002
2022-10-19,288,346,266,246,315,268,282,12,-345680.18996810913,-31005.684047698975
2022-10-20,289,347,267,247,316,269,283,13,-346872.00996017456,-33022.912353515625
2022-10-21,289,348,268,248,317,270,283,13,-347374.3299751282,-25845.22089767456
2022-10-22,289,348,268,248,317,270,283,13,-347374.3299751282,-25845.22089767456
2022-10-23,289,348,268,248,317,270,283,13,-347374.3299751282,-25845.22089767456
2022-10-24,289,349,269,249,317,271,283,13,-347812.9899902344,-23091.697856903076
2022-10-25,289,350,270,249,317,272,283,13,-348176.3999824524,-17263.088779449463
2022-10-26,289,351,271,249,317,273,283,13,-348534.53997421265,-20547.525356292725
2022-10-27,289,352,272,249,317,274,283,13,-348886.94997024536,-23619.34648513794
2022-10-28,289,353,273,249,317,275,283,13,-349247.7699737549,-15973.213314056396
2022-10-29,289,353,273,249,317,275,283,13,-349247.7699737549,-15973.213314056396
2022-10-30,289,353,273,249,317,275,283,13,-349247.7699737549,-15973.213314056396
2022-10-31,289,354,274,249,317,276,283,13,-349604.9099845886,-18742.397411346436
2022-11-01,289,355,275,249,317,277,283,13,-349960.2199707031,-20157.929470062256
2022-11-02,289,356,276,250,318,278,283,13,-350452.4899597168,-29037.415908813477
2022-11-03,289,357,277,251,319,279,283,13,-350938.09995269775,-32941.75171661377
2022-11-04,289,358,278,251,320,280,283,13,-351350.1099433899,-27569.101680755615
2022-11-05,289,358,278,251,320,280,283,13,-351350.1099433899,-27569.101680755615
2022-11-06,289,358,278,251,320,280,283,13,-351350.1099433899,-27569.101680755615
2022-11-07,289,359,279,251,320,281,283,13,-351700.33993911743,-24618.606937408447
2022-11-08,289,360,280,251,320,281,283,13,-352006.3599472046,-22517.856941223145
2022-11-09,289,361,281,251,321,281,283,13,-352370.02995300293,-29393.99655532837
2022-11-10,289,361,281,251,321,281,283,13,-352370.02995300293,-9932.560485839844
2022-11-11,289,361,281,251,321,281,283,13,-352370.02995300293,-5254.098598480225
2022-11-12,289,361,281,251,321,281,283,13,-352370.02995300293,-5254.098598480225
2022-11-13,289,361,281,251,321,281,283,13,-352370.02995300293,-5254.098598480225
2022-11-14,289,361,281,251,321,281,283,13,-352370.02995300293,-8280.307983398438
2022-11-15,289,361,281,251,321,281,283,13,-352370.02995300293,-4503.906867980957
2022-11-16,289,361,281,251,321,281,283,13,-352370.02995300293,-8071.78426361084
2022-11-17,289,361,281,251,321,281,283,13,-352370.02995300293,-9050.412349700928
2022-11-18,289,361,281,251,321,281,283,13,-352370.02995300293,-8149.248825073242
2022-11-19,289,361,281,251,321,281,283,13,-352370.02995300293,-8149.248825073242
2022-11-20,289,361,281,251,321,281,283,13,-352370.02995300293,-8149.248825073242
2022-11-21,289,361,281,251,321,281,283,13,-352370.02995300293,-10371.664409637451
2022-11-22,289,361,281,251,321,281,283,13,-352370.02995300293,-5906.889129638672
2022-11-23,289,361,281,251,321,281,283,13,-352370.02995300293,-3209.7036170959473
2022-11-24,289,361,281,251,321,281,283,13,-352370.02995300293,-3209.7036170959473
2022-11-25,289,361,281,251,321,281,283,13,-352370.02995300293,-3867.902187347412
2022-11-26,289,361,281,251,321,281,283,13,-352370.02995300293,-3867.902187347412
2022-11-27,289,361,281,251,321,281,283,13,-352370.02995300293,-3867.902187347412
2022-11-28,289,361,281,251,321,281,283,13,-352370.02995300293,-9066.092914581299
2022-11-29,289,361,281,251,321,281,283,13,-352370.02995300293,-9804.333374023438
2022-11-30,289,361,281,251,321,281,283,13,-352370.02995300293,2137.2713012695312
2022-12-01,289,361,281,251,321,281,283,13,-352370.02995300293,2347.949493408203
2022-12-02,289,361,281,251,321,281,283,13,-352370.02995300293,1728.748649597168
2022-12-03,289,361,281,251,321,281,283,13,-352370.02995300293,1728.748649597168
2022-12-04,289,361,281,251,321,281,283,13,-352370.02995300293,1728.748649597168
2022-12-05,289,361,281,251,321,281,283,13,-352370.02995300293,-4506.828128814697
2022-12-06,289,361,281,251,321,281,283,13,-352370.02995300293,-9836.828022003174
2022-12-07,289,361,281,251,321,281,283,13,-352370.02995300293,-10651.569484710693
2022-12-08,289,361,281,251,321,281,283,13,-352370.02995300293,-7492.041477203369
2022-12-09,289,361,281,251,321,281,283,13,-352370.02995300293,-9781.117877960205
2022-12-10,289,361,281,251,321,281,283,13,-352370.02995300293,-9781.117877960205
2022-12-11,289,361,281,251,321,281,283,13,-352370.02995300293,-9781.117877960205
2022-12-12,289,361,281,251,321,281,283,13,-352370.02995300293,-5621.800712585449
2022-12-13,289,361,281,251,321,281,283,13,-352370.02995300293,-2707.4907608032227
2022-12-14,289,361,281,251,321,281,283,13,-352370.02995300293,-4799.230030059814
2022-12-15,289,361,281,251,321,281,283,13,-352370.02995300293,-14286.652690887451
2022-12-16,289,361,281,251,321,281,283,13,-352370.02995300293,-18383.91082763672
2022-12-17,289,361,281,251,321,281,283,13,-352370.02995300293,-18383.91082763672
2022-12-18,289,361,281,251,321,281,283,13,-352370.02995300293,-18383.91082763672
2022-12-19,289,362,281,251,321,281,283,13,-352639.77995300293,-22070.03260421753
2022-12-20,289,363,281,251,321,281,283,13,-352909.31996154785,-21749.52635192871
2022-12-21,289,363,281,251,321,281,283,13,-352909.31996154785,-17063.895664215088
2022-12-22,289,364,281,251,321,281,283,13,-353176.0799713135,-22920.306022644043
2022-12-23,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-24,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-25,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-26,289,365,281,251,321,281,283,13,-353443.43995666504,-21571.055171966553
2022-12-27,289,366,281,251,321,281,283,13,-353707.0199432373,-23497.317138671875
2022-12-28,289,367,281,251,321,281,283,13,-353967.1199493408,-27683.366680145264
2022-12-29,289,368,281,251,321,281,283,13,-354233.5599517822,-21203.619606018066
2022-12-30,289,369,281,251,321,281,283,13,-354499.8399505615,-22161.12098312378
2022-12-31,289,369,281,251,321,281,283,13,-354499.8399505615,-22161.12098312378
2023-01-01,289,369,281,251,321,281,283,13,-354499.8399505615,-22161.12098312378
